Year,Trade openness (share of exports and imports in GDP)
2017,96.9281518300949
2018,104.270856767093
2019,100.343066481211
1950,35.1870280925594
1951,46.8869534113003
1952,44.625739901311
1953,33.5892771520715
1954,35.7485615936606
1955,37.7751961609743
1956,36.5642209139691
1957,38.8797556091215
1958,38.9617872734423
1959,39.845841484223
1960,43.1111518694818
1961,41.1627909056653
1962,41.1299158334846
1963,38.2682262307388
1964,39.946808664755
1965,39.8357828246715
1966,39.1116488751407
1967,38.1017890629802
1968,41.3071596657158
1969,44.7337691777924
1970,49.6657215926936
1971,47.6770068274498
1972,48.0266166633853
1973,48.7475606213657
1974,55.4879051890159
1975,50.5814273904657
1976,49.4952436420113
1977,52.5957371539754
1978,52.744401421101
1979,58.2599118942731
1980,62.946786701132
1981,61.5966585231303
1982,57.5754035932061
1983,57.4195845200201
1984,56.5993265993266
1985,55.3077517383466
1986,49.9832517186927
1987,49.4787051804596
1988,48.1576580686365
1989,47.8746318007707
1990,45.8415329983839
1991,43.4884175882346
1992,50.2417966077705
1993,58.1649320950203
1994,62.428236123814
1995,64.0737095252108
1996,65.7220105208507
1997,68.2213217576507
1998,66.9671464382356
1999,66.2398751930411
2000,74.8948271060231
2001,70.2768481898388
2002,69.2994625755964
2003,68.0558026741527
2004,70.960203580292
2005,76.579207830612
2006,81.9834930623435
2007,82.8574024974341
2008,86.184335829923
2009,70.1233032732315
2010,75.4644073922495
2011,78.5795816119355
2012,79.170500952561
2013,77.0938865804298
2014,74.1127227557674
2015,71.3825484305887
2016,70.8985003539937
2017,75.1753838527351
2018,78.1078814023555
2019,80.0412377990988
1950,28.3906269087494
1951,31.9335974306986
1952,28.2737431867857
1953,25.8533771146688
1954,25.544479041493
1955,25.3126435327016
1956,25.8954804335544
1957,26.4036042435558
1958,24.5867133358202
1959,25.6254333311184
1960,27.2282469018207
1961,26.6807219011066
1962,25.1087220587146
1963,25.1532277422184
1964,25.9413508080689
1965,25.8356560512253
1966,26.4489446535493
1967,26.2822446671393
1968,26.7296997622432
1969,28.9469737681588
1970,31.4189565466435
1971,32.0089591417485
1972,32.470428853515
1973,34.4059723112064
1974,42.3557676233599
1975,36.691736336041
1976,39.5998708787581
1977,40.6359698442343
1978,39.4383488949127
1979,41.0336254739961
1980,43.5026672864511
1981,45.4109434591213
1982,45.2523852836828
1983,45.1398283198465
1984,47.5418299082076
1985,47.0163879903232
1986,40.8879984679522
1987,40.2927394586108
1988,41.3922169441697
1989,44.0017811278671
1990,42.7360551888574
1991,42.983681489047
1992,41.991612606025
1993,39.9051237217838
1994,41.8262397371907
1995,43.6461285770923
1996,44.3292399538117
1997,48.0334968830664
1998,49.5067667927119
1999,49.7609206002288
2000,55.8612457180345
2001,54.9593680925757
2002,53.0720247583336
2003,50.7978335232353
2004,51.9250078784333
2005,53.9807067764121
2006,56.1034244496256
2007,56.420756583014
2008,57.3970828857949
2009,50.462450850073
2010,54.8677910818934
2011,58.7905764224005
2012,59.7020591687875
2013,59.764055074913
2014,60.4787965196196
2015,61.7516939345861
2016,61.1001423821095
2017,62.9618472934066
2018,64.4791960984239
2019,64.5227290341624
1970,81.5207562143207
1971,75.9425280476234
1972,73.6379133183126
1973,72.5305911980991
1974,56.1191876956351
1975,66.6607109308501
1976,50.5242554113698
1977,51.1725967408748
1978,52.6194801667216
1979,51.3562655705244
1980,51.139908571078
1981,56.5952340824119
1982,55.0558010630953
1983,54.5255567947301
1984,51.2186778076777
1985,52.0072758057446
1986,46.8089974871268
1987,50.3694378281889
1988,47.7676543316728
1989,47.0191319192048
1990,44.2137718333179
1991,41.9472988163876
1992,38.3508805839275
1993,42.4639381826508
1994,47.4596670377626
1995,45.5477145728392
1996,49.5278560856089
1997,48.6860902250716
1998,52.3258250221592
1999,55.417668441981
2000,59.4646959193147
2001,59.7790215534423
2002,63.6489279142962
2003,60.3396450895008
2004,55.28575157492
2005,58.8757396449704
2006,56.6132574828647
2007,57.455468093766
2008,58.0396477672874
2009,51.6750777052154
2010,54.0438821122259
2011,56.2319854247632
2012,57.8806819793666
2013,56.0619675585513
2014,56.2324578944225
2015,55.6304686354336
2016,53.6164949427793
2017,55.960705960799
2018,57.3800468537157
2019,55.652415919033
1960,62.838625739205
1961,60.9170027356916
1962,61.6326746468007
1963,70.0518455310032
1964,76.4661116570849
1965,78.5567228404909
1966,77.4615879036644
1967,103.017212723068
1968,92.9886087176912
1969,102.952354237933
1970,72.5838038689085
1971,98.1937981895507
1972,120.341595104767
1973,96.44544489329
1974,83.3851196223144
1975,80.6051993765041
1976,75.8732449380621
1977,85.1244065525374
1978,89.8941585419221
1979,78.3865730673839
1980,79.6039087833969
1981,86.0364900632618
1982,83.7319483011998
1983,86.7078612412974
1984,82.1224927757211
1985,82.7576590743792
1986,79.9741187971676
1987,67.5227774268283
1988,66.7691238923943
1989,74.9399153352376
1990,73.9876934344095
1991,70.5855596113576
1992,69.9546896165919
1993,73.0490500451758
1994,87.7545882487119
1995,84.3322116816472
1996,84.3843958738745
1997,91.6547697702605
1998,83.2076250474183
1999,86.2477083555846
2000,89.0986193648759
2001,81.9837033031774
2002,80.9782195968929
2003,79.5465613602372
2004,80.84339099668
2005,83.9495998399241
2006,88.6494092562519
2007,85.1324791636578
2008,88.1684800560763
2009,83.5000877654906
2010,89.1612177459045
2011,90.5029365153351
2012,92.3424399703417
2013,90.6357516828721
2014,73.5211330284926
2015,73.9495501852178
2016,70.1333237070729
2017,75.0706548697067
2018,72.8390876442109
2019,73.2415005861665
1960,74.3923419545908
1961,79.3183962052016
1962,71.4918765302554
1963,65.8375838980275
1964,82.1357118028684
1965,77.1616745942522
1966,78.7105195916257
1967,92.7918748413897
1968,90.9614473984983
1969,98.9925259272092
1970,77.7202463108584
1971,82.2222115107591
1972,83.6954736768632
1973,80.1483467424456
1974,79.062094592304
1975,79.1294043067368
1976,80.7494066155888
1977,78.7753976487069
1978,81.1454330399492
1979,90.0371653972607
1980,88.1434697493328
1981,81.4323556790719
1982,97.7416506205623
1983,102.285800553494
1984,91.505742228453
1985,101.866239542836
1986,105.706284297482
1987,106.049029092887
1988,104.387483342055
1989,100.527511292027
1990,103.267673150923
1991,106.292146253659
1992,100.117571336249
1993,129.730618583909
1994,111.500402719003
1995,107.331221463307
1996,109.892715684147
1997,100.200952137024
1998,108.481614607898
1999,97.7224242731216
2000,105.0516498199
2001,83.3899999989047
2002,69.6399999997639
2003,37.849999999357
2004,43.9471494418508
2005,44.3733763063713
2006,49.0682681086237
2007,48.4751688769154
2008,39.4194525700173
2009,35.5305343577353
2010,33.6014448495958
2011,42.6060356296963
2012,47.1311225127406
2013,45.461919402031
2014,58.2579307309446
2015,52.9375051466644
2016,46.0214037354538
2017,53.3190552686613
2018,49.3080066661726
2019,51.879280171393
1990,85.6799198128968
1991,58.8739162227097
1992,148.682164937272
1993,53.1008735365544
1994,68.3812373625413
1995,40.160767086115
1996,43.2054545000746
1997,54.6084234940499
1998,50.6431635983104
1999,54.0270217712015
2000,59.2281552295862
2001,59.8551586262892
2002,67.6930078345513
2003,73.9598641118782
2004,75.3602084467413
2005,80.6319679331333
2006,84.957427392246
2007,84.2763448033263
2008,82.2670877612021
2009,74.3593407709667
2010,82.8988892685236
2011,87.5465897514033
2012,91.941961675402
2013,95.6019007307513
2014,96.7747342973631
2015,98.768763444419
2016,96.8254704521728
2017,104.039768724692
2018,111.755713490544
2019,116.868214722529
1950,15.2759480866869
1951,18.2744013700393
1952,18.5629822315106
1953,18.9309383844134
1954,21.6212304857709
1955,23.2051854111024
1956,24.9253335804482
1957,26.9843555901408
1958,25.5768079455586
1959,26.5649275414482
1960,27.8334619066166
1961,26.572155433225
1962,26.353304269758
1963,26.8816285789134
1964,27.201780681417
1965,28.2857998428603
1966,28.8203215153953
1967,29.1453088498737
1968,30.6193322772368
1969,31.8521494524299
1970,31.7107087065897
1971,30.8437604701513
1972,30.7327137062479
1973,31.7032168786672
1974,36.9529209561801
1975,35.9068477988722
1976,38.3701405541903
1977,38.1039605229245
1978,37.1805928204973
1979,39.224573364244
1980,41.854070791428
1981,44.1831226459558
1982,44.3878637812521
1983,43.5755726577335
1984,46.2426559117963
1985,47.9153501709494
1986,42.9446314642645
1987,41.6894700598024
1988,42.5265238948391
1989,45.2159180692242
1990,45.8635875773293
1991,47.8173792407618
1992,44.8908381608169
1993,40.5767352603533
1994,42.0578830860048
1995,43.5816342149572
1996,45.005620959935
1997,49.6426586441629
1998,51.5849723493611
1999,53.3658496319459
2000,61.5260610026125
2001,62.0628388890423
2002,60.9348898149328
2003,61.8493197140493
2004,66.2261991054223
2005,70.9187129366214
2006,77.4497291495463
2007,79.8744173951311
2008,81.5248047312183
2009,71.2287128996251
2010,79.8686242395882
2011,85.2061212670221
2012,86.5140548790483
2013,85.0788766962491
2014,84.6200933924979
2015,86.2462246132087
2016,84.7696459674487
2017,87.4116986619057
2018,88.5963872113359
2019,87.9891274408895
1955,38.8803895498901
1956,36.3125139421954
1957,37.0388659276702
1958,35.0761292884872
1959,37.0270081123824
1960,37.6763520619671
1961,37.0328630042802
1962,30.9967404521346
1963,28.8196526964245
1964,25.9654038026098
1965,25.9094715841916
1966,18.6682993132154
1967,21.1279764108516
1968,23.2874297349048
1969,22.6646754469471
1970,24.342878373273
1971,20.2822727366994
1972,20.8097373435632
1973,19.5940641919322
1974,20.769423756659
1975,19.5652115716329
1976,16.4438659121347
1977,11.4097369293432
1978,9.34399287626601
1979,11.5949446762847
1980,9.12333683786353
1981,5.21816143944572
1982,3.27292088898855
1983,5.97789702826656
1984,7.85280983590978
1985,11.019776733332
1986,17.4352086898584
1987,23.0784800351486
1988,21.5902166834724
1989,25.2405997257446
1990,20.4008193169328
1991,20.433045637554
1992,22.1840271922069
1993,26.6238397025038
1994,29.1794096473019
1995,27.8633664010877
1996,29.041399847193
1997,30.3901975642005
1998,37.1240119532689
1999,38.6628223551011
2000,54.9183218991663
2001,52.0763141393449
2002,46.1375646539082
2003,46.0394948228536
2004,47.1641877337547
2005,46.4519750558365
2006,49.8036994333185
2007,49.3743216003964
2008,52.5170267092366
2009,54.0887626892606
2010,54.9517723046645
2011,65.1953419531173
2012,70.3876151413022
2013,61.6872174101604
2014,65.1705490885526
2015,75.5863939943234
2016,69.3576702351056
2017,73.6482045960858
2018,71.6781524180266
2019,71.3781908209029
1951,15.4497615860386
1952,14.5086621176692
1953,17.8029962107494
1954,21.5400479329226
1955,22.9714538353233
1956,22.1989733675073
1957,23.88276591676
1958,23.8305668498402
1959,22.7949994932962
1960,24.473764005193
1961,23.6047392054902
1962,23.1085290728273
1963,24.3439451534824
1964,24.364782844703
1965,24.6706461024907
1966,24.9687451610067
1967,24.2231687165041
1968,23.6371684267889
1969,23.2944998680516
1970,23.1099377596573
1971,23.3192007161578
1972,25.3176591867447
1973,31.7303509110606
1974,35.4769077924039
1975,35.322990974951
1976,34.8786899088794
1977,34.6615834377235
1978,33.1365954338552
1979,35.5322131129451
1980,44.585824448055
1981,47.1403352865987
1982,41.8515322047158
1983,41.1755426909795
1984,40.898485524498
1985,40.3879755714422
1986,42.6520448133751
1987,42.3183572444049
1988,39.6132344673105
1989,40.7838551360729
1990,40.1283071691476
1991,38.5927873833938
1992,38.8225929442771
1993,37.0258986595315
1994,36.1631219043099
1995,37.1078808166731
1996,37.4962334841512
1997,39.2742287066315
1998,42.268280208621
1999,47.3775984104168
2000,58.4156774904237
2001,56.1399692651813
2002,50.348996227592
2003,48.1900933406374
2004,49.8984415927703
2005,50.9008641441592
2006,52.8502386526014
2007,57.5243742378548
2008,59.329715719839
2009,47.7438465347776
2010,51.1972854887658
2011,56.8339639349852
2012,62.05862298037
2013,62.9702923872475
2014,66.4837678591069
2015,65.3735568825603
2016,64.1137143038735
2017,71.4785366240952
2018,80.0335704145471
2019,81.8217925368927
1970,147.857300805645
1971,138.702028888699
1972,136.946035604005
1973,137.46250971051
1974,176.644095993522
1975,159.026783900585
1976,137.2390550403
1977,138.213185043533
1978,120.868846689128
1979,155.549695448001
1980,166.300841940714
1981,169.977369276996
1982,172.52123578258
1983,165.165732314602
1984,180.042723344012
1985,175.585296462201
1986,159.753437673338
1987,167.294850815896
1988,156.273852663401
1989,135.699293098664
1990,135.962530529998
1991,113.668903088714
1992,117.303215013594
1993,109.763975096541
1994,99.3806021247201
1995,102.838638742887
1996,108.014130127271
1997,99.4092011901417
1998,88.9083769318803
1999,93.5634719460539
2000,92.0870960415652
2001,84.1105733208363
2002,91.0583226454536
2003,87.2971972810315
2004,88.1524357295282
2005,99.7079265489358
2006,89.6938562419079
2007,94.9670539629143
2008,107.37322125158
2009,85.7573657356888
2010,110.472368234124
2011,130.547942353994
2012,100.978401084907
2013,95.9116681587586
2014,87.0885837878503
2015,83.1013810084573
2016,85.8376729204278
2017,84.8741701984023
2018,85.8493601386626
2019,85.5204010832678
1970,111.208910301368
1971,107.258034871177
1972,110.848930028766
1973,115.519766317352
1974,95.4054051240579
1975,121.621621818368
1976,120.241170824675
1977,83.352700962885
1978,83.4484965119122
1979,95.0518764409088
1980,141.633663732036
1981,147.023535168503
1982,132.289056170242
1983,118.268090266088
1984,110.913059062235
1985,124.325192915908
1986,124.200913195552
1987,114.060576140185
1988,107.867171994574
1989,102.360602279755
1990,116.226205732285
1991,122.443582447468
1992,76.7965702223959
1993,87.0670847284536
1994,88.7945238020362
1995,85.6206592034554
1996,109.168453360105
1997,109.437371642448
1998,118.68082666113
1999,127.478251698741
2000,104.96467538387
2001,91.7179049245659
2002,82.305968154307
2003,83.0769230769231
2004,86.2699521519269
2005,78.3797603195739
2006,80.8220557755408
2007,85.1380311943177
2008,79.8487987301246
2009,71.0792576052246
2010,73.0638792548541
2011,75.9871002725495
2012,75.2833753148615
2013,75.7835371482325
2014,106.246046131781
2015,100.764492591473
2016,98.6555722316285
2017,105.248139251205
2018,110.877928665086
2019,109.232085334279
1950,37.0129797334702
1951,36.6165052657248
1952,37.3166801276802
1953,37.1223000795778
1954,37.5865819707363
1955,38.7605118245972
1956,44.1448291143146
1957,43.4707577247282
1958,41.266334346152
1959,36.5942050364612
1960,38.2377615614431
1961,35.8042211969882
1962,35.4705817988235
1963,42.516641769383
1964,46.8547010482236
1965,51.2219035992102
1966,53.537574381994
1967,50.2739207741455
1968,49.4454171145933
1969,49.5351950734936
1970,51.0982101544055
1971,50.6014197733288
1972,52.6211854619788
1973,57.7580608086978
1974,67.6401019220542
1975,63.6578675390985
1976,69.2044051904063
1977,71.331220941048
1978,68.6149797786596
1979,66.4257141957838
1980,66.2602814635104
1981,57.3087532027361
1982,47.1234019890947
1983,38.7544595102963
1984,40.4131565048493
1985,54.2900669683515
1986,43.0637298145376
1987,53.726054860808
1988,53.5724050868512
1989,56.0109421909878
1990,61.1854582306746
1991,55.2430158642621
1992,63.3138110604593
1993,62.2270758414594
1994,59.8780819459309
1995,62.925950349934
1996,56.8653673945692
1997,58.5083898939506
1998,62.5811711139896
1999,65.3083998734761
2000,69.230403654345
2001,67.3292666532894
2002,63.9616157783
2003,63.9256866983086
2004,66.9491379033174
2005,64.0635933460875
2006,64.8384165517261
2007,65.8709315775177
2008,62.1710328497215
2009,55.2312247162513
2010,60.0943986732997
2011,61.8999077772399
2012,59.0307484840735
2013,56.6852212448436
2014,55.0832793002848
2015,49.8934532604682
2016,46.3727378975818
2017,46.1238214301152
2018,47.1588422672223
2019,45.8655785278772
1959,27.2738883677696
1960,38.5755926977466
1961,47.5664726469987
1962,39.4697833810873
1963,32.374274845609
1964,28.6756635534002
1965,31.9072906816229
1966,38.3132995164866
1967,28.5378108793894
1968,31.4063432555834
1969,37.2456166704629
1970,38.5104015674033
1971,38.5165418595576
1972,38.4749965807759
1973,38.4611756795174
1974,38.4662517824505
1975,38.6330419296799
1976,38.547243329087
1977,38.2672701848793
1978,38.3920711707749
1979,38.4916322975541
1980,39.4669926624139
1981,38.118250330314
1982,36.8674044676349
